Id,Front,Left,Rear,Right
2c9180975a056a64015a1e10d3f270fe,0.9137719737254598,0.0028320547546761077,0.07007308991593648,0.013322881603927694
2c9180975a056a64015a1de4deb16bdc,0.9860294928612802,0.001142083131706434,0.002075487261982355,0.010752936745031222
2c9180975a056a64015a1e0e70ea70ce,0.934900309040095,0.003403331689955769,0.04780610352374957,0.013890255746199705
2c9180975a056a64015a1dfed0c46ec6,0.9248925403684117,0.0031939076307345815,0.057883387707978684,0.01403016429287498
2c9180975a056a64015a1dfed0c46ec7,0.9865843600074945,0.0012744450941125254,0.001876014766007122,0.01026518013238582
2c9180975a056a64015a1e44ba4377f8,0.23324225752850042,0.003492938955224319,0.7439344542078353,0.019330349308439878
2c9180975a056a64015a1e010c8f6ee1,0.9860460471122328,0.001214685043818697,0.002054126817475406,0.010685141026473397
2c9180975a056a64015a1e1db63072aa,0.9109954769019198,0.002813395508512274,0.07288208454721067,0.013309043042357235
2c9180975a056a64015a1e1db63072a8,0.11813233098882392,0.0031040680274197797,0.8708349941609496,0.007928606822806503
2c9180975a056a64015a1e2354f5733c,0.056328611024138546,0.0032098019025411377,0.934223831768712,0.006237755304608462
2c9180975a056a64015a1e07928f6ff8,0.9857693145479915,0.0011302431114444894,0.002153536357109751,0.010946905983454117
2c9180975a056a64015a1e20a607730a,0.9862688701980146,0.0012461468793713364,0.0019799998229986515,0.010504983099615721
2c9180975a056a64015a1e3322e37587,0.07131579238708911,0.005709100790320601,0.9193055709924671,0.003669535830123516
2c9180975a056a64015a1e050c296fcd,0.9206399571783718,0.003354677018416145,0.06149858073840262,0.014506785064809173
2c9180975a056a64015a1e050c296fcf,0.9221191571987453,0.0029744262614798127,0.06134409282820094,0.013562323711573893
2c9180975a056a64015a1e04ad9f6f84,0.06694839600588111,0.0033903278714898367,0.9238881118249822,0.005773164297646648
2c9180975a056a64015a1de7a19c6c2b,0.9076891996958887,0.0029188807784137744,0.07572943339410906,0.013662486131588528
2c9180975a056a64015a1e1180a37123,0.08154982122192392,0.0030386900176071763,0.9083123828121175,0.007099105948351341
2c9180975a056a64015a1e1d735c729b,0.9872703632500879,0.0013584832996682162,0.001646141823543917,0.00972501162670026
2c9180975a056a64015a1e1d735c729c,0.06203141173692312,0.003278300512642872,0.9286437692548413,0.006046518495592639
2c9180975a056a64015a1e41bbc27765,0.9443782784247009,0.002580197029302356,0.040723808792179725,0.01231771575381712
2c9180975a056a64015a1e41bbc2775e,0.9158977766365071,0.0030815067490779424,0.06706242336611033,0.013958293248304578
2c9180975a056a64015a1ddc1a306b28,0.08808760974089873,0.0030583331999962347,0.9017539984565632,0.007100058602541753
2c9180975a056a64015a1de453e96baf,0.9865084332216162,0.0012193884970147881,0.0019113009471847533,0.010360877334184124
2c9180975a056a64015a1e264d5f73c0,0.9261413739981684,0.0032780434573321917,0.056392792082526004,0.014187790461973208
2c9180975a056a64015a1e23443e7337,0.9859895083503535,0.0012169984440657448,0.002070368853001385,0.010723124352579523
2c9180975a056a64015a1dce7ac869b5,0.09125757235229177,0.0030201152433151357,0.8982750162826133,0.007447296121779748
2c9180975a056a64015a1e35cd3175a7,0.10173614812943768,0.0030628317094356147,0.8877542404519165,0.007446779709210147
2c9180975a056a64015a1de210cb6b96,0.9386825080548721,0.0032320104205030326,0.04448536946783241,0.013600112056792492
2c9180975a056a64015a1de210cb6b95,0.13552757338255159,0.003823137956629678,0.8551817505817009,0.00546753807911773
2c9180975a056a64015a1e041ed06f68,0.07978604422963247,0.003121228958117993,0.9104316317756425,0.0066610950366072594
2c9180975a056a64015a1e075da56ff2,0.9863477996723257,0.0012251564662390864,0.0019602139187759526,0.010466829942659402
