Id,Front,Left,Rear,Right
2c9180975a056a64015a1e10d3f270fe,0.9166116723747529,0.0,0.08338832762524731,0.0
2c9180975a056a64015a1de4deb16bdc,1.0,0.0,0.0,0.0
2c9180975a056a64015a1e0e70ea70ce,1.0,0.0,0.0,0.0
2c9180975a056a64015a1dfed0c46ec6,1.0,0.0,0.0,0.0
2c9180975a056a64015a1dfed0c46ec7,1.0,0.0,0.0,0.0
2c9180975a056a64015a1e44ba4377f8,0.04178015873015872,0.0004,0.46735634920634905,0.4904634920634922
2c9180975a056a64015a1e010c8f6ee1,1.0,0.0,0.0,0.0
2c9180975a056a64015a1e1db63072aa,0.9995,0.0,0.0005,0.0
2c9180975a056a64015a1e1db63072a8,0.0,0.0,1.0,0.0
2c9180975a056a64015a1e2354f5733c,0.0,0.0,1.0,0.0
2c9180975a056a64015a1e07928f6ff8,1.0,0.0,0.0,0.0
2c9180975a056a64015a1e20a607730a,1.0,0.0,0.0,0.0
2c9180975a056a64015a1e3322e37587,0.0,0.24124920634920652,0.758750793650794,0.0
2c9180975a056a64015a1e050c296fcd,1.0,0.0,0.0,0.0
2c9180975a056a64015a1e050c296fcf,1.0,0.0,0.0,0.0
2c9180975a056a64015a1e04ad9f6f84,0.0,0.0,1.0,0.0
2c9180975a056a64015a1de7a19c6c2b,1.0,0.0,0.0,0.0
2c9180975a056a64015a1e1180a37123,0.0,0.0,1.0,0.0
2c9180975a056a64015a1e1d735c729b,1.0,0.0,0.0,0.0
2c9180975a056a64015a1e1d735c729c,0.0,0.0,1.0,0.0
2c9180975a056a64015a1e41bbc27765,0.92729126984127,0.0,0.0,0.07270873015873015
2c9180975a056a64015a1e41bbc2775e,1.0,0.0,0.0,0.0
2c9180975a056a64015a1ddc1a306b28,0.0,0.0,1.0,0.0
2c9180975a056a64015a1de453e96baf,1.0,0.0,0.0,0.0
2c9180975a056a64015a1e264d5f73c0,1.0,0.0,0.0,0.0
2c9180975a056a64015a1e23443e7337,1.0,0.0,0.0,0.0
2c9180975a056a64015a1dce7ac869b5,0.0,0.0,1.0,0.0
2c9180975a056a64015a1e35cd3175a7,0.0,0.0,1.0,0.0
2c9180975a056a64015a1de210cb6b96,0.9961309523809524,0.0,0.0038690476190476187,0.0
2c9180975a056a64015a1de210cb6b95,0.0,0.0,1.0,0.0
2c9180975a056a64015a1e041ed06f68,0.0,0.0,1.0,0.0
2c9180975a056a64015a1e075da56ff2,1.0,0.0,0.0,0.0
2c9180975a056a64015a1dedca666cb1,0.0,0.0,1.0,0.0
2c9180975a056a64015a1e304546752a,1.0,0.0,0.0,0.0
2c9180975a056a64015a1dedca666cb2,1.0,0.0,0.0,0.0
2c9180975a056a64015a1dee86696cd8,0.5228357864357867,0.0,0.049152380952380934,0.4280118326118326
2c9180975a056a64015a1e01db306f4a,0.013719047619047619,0.02654761904761905,0.9597333333333333,0.0
2c9180975a056a64015a1dd566ae6a82,1.0,0.0,0.0,0.0
