Id,Front,Left,Rear,Right
2c9180975a056a64015a1e10d3f270fe,0.9302242531751908,0.002587028283764959,0.0602712703782471,0.006917448162797269
2c9180975a056a64015a1de4deb16bdc,0.9874565859179679,0.002426020604220733,0.0017455846207622982,0.008371808857048985
2c9180975a056a64015a1e0e70ea70ce,0.9463559954632663,0.0029051810825509216,0.04348142825926311,0.007257395194919791
2c9180975a056a64015a1dfed0c46ec6,0.938297926963035,0.0026513729404914147,0.0517774617012954,0.007273238395178177
2c9180975a056a64015a1dfed0c46ec7,0.987804626274118,0.0024966471164771355,0.0017421352758807396,0.007956591333523938
2c9180975a056a64015a1e44ba4377f8,0.23510505934252524,0.003356671162327457,0.7538130891442513,0.007725180350895844
2c9180975a056a64015a1e010c8f6ee1,0.9874581428231676,0.002473203844633387,0.0017561534935402576,0.008312499838658442
2c9180975a056a64015a1e1db63072aa,0.9279485058307356,0.0025863102333008627,0.06256122602060245,0.0069039579153613116
2c9180975a056a64015a1e1db63072a8,0.10311938516746313,0.0034510889755840794,0.8885651697289451,0.004864356128007594
2c9180975a056a64015a1e2354f5733c,0.04684518275944339,0.0032157770607496483,0.9462337158746731,0.0037053243051342446
2c9180975a056a64015a1e07928f6ff8,0.9873162610330575,0.0024257319199996923,0.001742282522415226,0.008515724524527502
2c9180975a056a64015a1e20a607730a,0.9875930503905901,0.0024871003678384415,0.0017550673073799341,0.008164781934191657
2c9180975a056a64015a1e3322e37587,0.053025719910763346,0.0031818499901900116,0.9405837079808125,0.0032087221182341553
2c9180975a056a64015a1e050c296fcd,0.9338597504145506,0.0026882705362441806,0.05596727771178368,0.007484701337421213
2c9180975a056a64015a1e050c296fcf,0.9367406455496385,0.002608162412712349,0.0536036273413584,0.007047564696290897
2c9180975a056a64015a1e04ad9f6f84,0.05806047995122563,0.0031942488530453256,0.9352899287933704,0.0034553424023588677
2c9180975a056a64015a1de7a19c6c2b,0.9244505629920962,0.002613204513525395,0.0658879397472992,0.007048292747079039
2c9180975a056a64015a1e1180a37123,0.0692821848517149,0.0032875277427138125,0.9231462189159114,0.0042840684896597375
2c9180975a056a64015a1e1d735c729b,0.9883487945419734,0.002531989300772462,0.0016854758238435557,0.00743374033341065
2c9180975a056a64015a1e1d735c729c,0.05265836850385673,0.003206636198301883,0.9405278663079228,0.0036071289899185376
2c9180975a056a64015a1e41bbc27765,0.956751248955809,0.002539126891240421,0.03414679003809723,0.00656283411485316
2c9180975a056a64015a1e41bbc2775e,0.9307727553886322,0.002637875521769407,0.059382420114032816,0.007206948975565789
2c9180975a056a64015a1ddc1a306b28,0.07564173458191788,0.003302005900496926,0.9167557508653781,0.0043005086522070616
2c9180975a056a64015a1de453e96baf,0.9877505069038949,0.002463699534591377,0.0017397336565458984,0.008046059904967892
2c9180975a056a64015a1e264d5f73c0,0.9391171871938537,0.0026673261789637087,0.05086185212292342,0.007353634504259014
2c9180975a056a64015a1e23443e7337,0.987424888719119,0.0024762119459866673,0.0017571673946519528,0.008341731940242573
2c9180975a056a64015a1dce7ac869b5,0.07790826101632908,0.003328326619073894,0.9142483895469619,0.004515022817634894
2c9180975a056a64015a1e35cd3175a7,0.08818501657058583,0.0033605469999132215,0.9039152258649088,0.004539210564591951
2c9180975a056a64015a1de210cb6b96,0.9499694891324753,0.002807771868101982,0.04009045354568367,0.007132285453739098
2c9180975a056a64015a1de210cb6b95,0.09957679610630323,0.0034834802185416316,0.8918589726578425,0.005080751017312423
2c9180975a056a64015a1e041ed06f68,0.06856700506452203,0.0032606343167970874,0.9241536862666873,0.004018674351993385
2c9180975a056a64015a1e075da56ff2,0.9876441500805334,0.002471731870987367,0.001748868517119796,0.00813524953135946
2c9180975a056a64015a1dedca666cb1,0.08178937650648938,0.003353660581556921,0.9101877815620533,0.004669181349900548
2c9180975a056a64015a1e304546752a,0.9287424013070703,0.0026863193883061016,0.0610845530272713,0.007486726277352326
2c9180975a056a64015a1dedca666cb2,0.98740365609625,0.0024697759588216957,0.001755572704745358,0.008370995240183
2c9180975a056a64015a1dee86696cd8,0.7229260351697875,0.0032661633854360497,0.26522022428992864,0.008587577154847753
2c9180975a056a64015a1e01db306f4a,0.06333808336004669,0.0031944320555306856,0.9301239358155504,0.003343548768871947
2c9180975a056a64015a1dd566ae6a82,0.9512174990705327,0.002760033826339485,0.03899384907720052,0.007028618025927518
2c9180975a056a64015a1dee5d166cd0,0.9876912999162941,0.002459649242204161,0.0017433872246260629,0.00810566361687543
2c9180975a056a64015a1dd566ae6a83,0.08759417436263073,0.003365612578750713,0.9044307195949541,0.004609493463664802
2c9180975a056a64015a1dfb2f626e41,0.9873527257472587,0.0024413166243081744,0.0017476847845514923,0.008458272843881431
2c91809a59f17e5d015a21a5627830e0,0.06685829742677835,0.003257519054585766,0.9258702280075093,0.004013955511126846
2c91809a59f17e5d015a21a7f5093117,0.925011786312822,0.002634047561670623,0.06517863206627929,0.007175534059228425
2c91809a59f17e5d015a21a7f5093121,0.07756314419969673,0.0031931221825965135,0.9159670922741591,0.0032766413435474785
